Movie Title,Movie Rating,Genre,Box Office,Run Time(min),Stars
121. Singin' in the Rain (1952),"8.3 Rate this
99 Metascore","Comedy, Musical, Romance","Votes: 213,267 | Gross: $8.82M",103 min,"Directors: Stanley Donen, Gene Kelly | Stars: Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen"
122. Ikiru (1952),8.3 Rate this,Drama,"Votes: 65,429 | Gross: $0.06M",143 min,"Director: Akira Kurosawa | Stars: Takashi Shimura, Nobuo Kaneko, Shin'ichi Himori, Haruo Tanaka"
123. Bicycle Thieves (1948),8.3 Rate this,Drama,"Votes: 141,589 | Gross: $0.33M",89 min,"Director: Vittorio De Sica | Stars: Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri"
124. Double Indemnity (1944),"8.3 Rate this
95 Metascore","Crime, Drama, Film-Noir","Votes: 139,634 | Gross: $5.72M",107 min,"Director: Billy Wilder | Stars: Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr"
125. Citizen Kane (1941),"8.3 Rate this
100 Metascore","Drama, Mystery","Votes: 389,507 | Gross: $1.59M",119 min,"Director: Orson Welles | Stars: Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead"
126. M (1931),8.3 Rate this,"Crime, Mystery, Thriller","Votes: 139,346 | Gross: $0.03M",99 min,"Director: Fritz Lang | Stars: Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke"
127. Metropolis (1927),"8.3 Rate this
98 Metascore","Drama, Sci-Fi","Votes: 156,146 | Gross: $1.24M",153 min,"Director: Fritz Lang | Stars: Brigitte Helm, Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge"
128. The Kid (1921),8.3 Rate this,"Comedy, Drama, Family","Votes: 109,116 | Gross: $5.45M",68 min,"Director: Charles Chaplin | Stars: Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller"
129. Chhichhore (2019),8.2 Rate this,"Comedy, Drama","Votes: 29,544 | Gross: $0.90M",143 min,"Director: Nitesh Tiwari | Stars: Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik"
130. K.G.F: Chapter 1 (2018),8.2 Rate this,"Action, Drama","Votes: 31,828",156 min,"Director: Prashanth Neel | Stars: Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois"
131. Green Book (2018),"8.2 Rate this
69 Metascore","Biography, Comedy, Drama","Votes: 342,393 | Gross: $85.08M",130 min,"Director: Peter Farrelly | Stars: Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco"
132. A Silent Voice: The Movie (2016),"8.2 Rate this
78 Metascore","Animation, Drama, Family","Votes: 40,959",130 min,"Director: Naoko Yamada | Stars: Miyu Irino, Saori Hayami, Aoi Yûki, Kenshô Ono"
"133. Three Billboards Outside Ebbing, Missouri (2017)","8.2 Rate this
88 Metascore","Comedy, Crime, Drama","Votes: 411,992 | Gross: $54.51M",115 min,"Director: Martin McDonagh | Stars: Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones"
134. Talvar (2015),8.2 Rate this,"Crime, Drama, Mystery","Votes: 29,993 | Gross: $0.34M",132 min,"Director: Meghna Gulzar | Stars: Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah"
135. Baahubali 2: The Conclusion (2017),8.2 Rate this,"Action, Drama","Votes: 72,651 | Gross: $20.19M",167 min,"Director: S.S. Rajamouli | Stars: Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia"
136. Klaus (2019),"8.2 Rate this
65 Metascore","Animation, Adventure, Comedy","Votes: 74,959",96 min,"Directors: Sergio Pablos, Carlos Martínez López | Stars: Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso"
137. Drishyam (2015),8.2 Rate this,"Crime, Drama, Mystery","Votes: 66,123 | Gross: $0.74M",163 min,"Director: Nishikant Kamat | Stars: Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor"
138. Queen (2013),8.2 Rate this,"Adventure, Comedy, Drama","Votes: 59,511 | Gross: $1.43M",146 min,"Director: Vikas Bahl | Stars: Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Jeffrey Ho"
139. Tangerines (2013),"8.2 Rate this
73 Metascore","Drama, War","Votes: 37,415 | Gross: $0.14M",87 min,"Director: Zaza Urushadze | Stars: Lembit Ulfsak, Elmo Nüganen, Giorgi Nakashidze, Misha Meskhi"
140. Bhaag Milkha Bhaag (2013),8.2 Rate this,"Biography, Drama, Sport","Votes: 59,599 | Gross: $1.63M",186 min,"Director: Rakeysh Omprakash Mehra | Stars: Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik"
141. Gangs of Wasseypur (2012),"8.2 Rate this
89 Metascore","Action, Crime, Drama","Votes: 78,610",321 min,"Director: Anurag Kashyap | Stars: Manoj Bajpayee, Richa Chadha, Nawazuddin Siddiqui, Tigmanshu Dhulia"
142. Udaan (2010),8.2 Rate this,Drama,"Votes: 41,608 | Gross: $0.01M",134 min,"Director: Vikramaditya Motwane | Stars: Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor"
143. Paan Singh Tomar (2012),8.2 Rate this,"Action, Biography, Crime","Votes: 32,430 | Gross: $0.04M",135 min,"Director: Tigmanshu Dhulia | Stars: Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya"
144. The Secret in Their Eyes (2009),"8.2 Rate this
80 Metascore","Drama, Mystery, Romance","Votes: 187,963 | Gross: $6.39M",129 min,"Director: Juan José Campanella | Stars: Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo"
145. Warrior (2011),"8.2 Rate this
71 Metascore","Action, Drama, Sport","Votes: 427,725 | Gross: $13.66M",140 min,"Director: Gavin O'Connor | Stars: Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison"
146. Shutter Island (2010),"8.2 Rate this
63 Metascore","Mystery, Thriller","Votes: 1,096,549 | Gross: $128.01M",138 min,"Director: Martin Scorsese | Stars: Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley"
147. Up (2009),"8.2 Rate this
88 Metascore","Animation, Adventure, Comedy","Votes: 911,778 | Gross: $293.00M",96 min,"Directors: Pete Docter, Bob Peterson | Stars: Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer"
148. The Wolf of Wall Street (2013),"8.2 Rate this
75 Metascore","Biography, Crime, Drama","Votes: 1,142,191 | Gross: $116.90M",180 min,"Director: Martin Scorsese | Stars: Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey"
149. Chak De! India (2007),"8.2 Rate this
68 Metascore","Drama, Family, Sport","Votes: 72,396 | Gross: $1.11M",153 min,"Director: Shimit Amin | Stars: Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla"
150. There Will Be Blood (2007),"8.2 Rate this
93 Metascore",Drama,"Votes: 503,201 | Gross: $40.22M",158 min,"Director: Paul Thomas Anderson | Stars: Daniel Day-Lewis, Paul Dano, Ciarán Hinds, Martin Stringer"
151. Pan's Labyrinth (2006),"8.2 Rate this
98 Metascore","Drama, Fantasy, War","Votes: 607,177 | Gross: $37.63M",118 min,"Director: Guillermo del Toro | Stars: Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú"
152. V for Vendetta (2005),"8.2 Rate this
62 Metascore","Action, Drama, Sci-Fi","Votes: 1,010,090 | Gross: $70.51M",132 min,"Director: James McTeigue | Stars: Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea"
153. Rang De Basanti (2006),8.2 Rate this,"Comedy, Drama","Votes: 109,100 | Gross: $2.20M",167 min,"Director: Rakeysh Omprakash Mehra | Stars: Aamir Khan, Soha Ali Khan, Siddharth, Sharman Joshi"
154. Black (2005),8.2 Rate this,Drama,"Votes: 32,892 | Gross: $0.73M",122 min,"Director: Sanjay Leela Bhansali | Stars: Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor"
155. Batman Begins (2005),"8.2 Rate this
70 Metascore","Action, Adventure","Votes: 1,278,751 | Gross: $206.85M",140 min,"Director: Christopher Nolan | Stars: Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson"
156. Swades (2004),8.2 Rate this,Drama,"Votes: 81,384 | Gross: $1.22M",189 min,"Director: Ashutosh Gowariker | Stars: Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smit Sheth"
157. Downfall (2004),"8.2 Rate this
82 Metascore","Biography, Drama, History","Votes: 324,789 | Gross: $5.51M",156 min,"Director: Oliver Hirschbiegel | Stars: Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler"
158. Howl's Moving Castle (2004),"8.2 Rate this
80 Metascore","Animation, Adventure, Family","Votes: 319,396 | Gross: $4.71M",119 min,"Director: Hayao Miyazaki | Stars: Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa"
159. A Beautiful Mind (2001),"8.2 Rate this
72 Metascore","Biography, Drama","Votes: 827,947 | Gross: $170.74M",135 min,"Director: Ron Howard | Stars: Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer"
160. Hera Pheri (2000),8.2 Rate this,"Action, Comedy, Crime","Votes: 55,039",156 min,"Director: Priyadarshan | Stars: Akshay Kumar, Sunil Shetty, Paresh Rawal, Tabu"
"161. Lock, Stock and Two Smoking Barrels (1998)","8.2 Rate this
66 Metascore","Action, Comedy, Crime","Votes: 524,706 | Gross: $3.90M",107 min,"Director: Guy Ritchie | Stars: Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham"
162. L.A. Confidential (1997),"8.2 Rate this
90 Metascore","Crime, Drama, Mystery","Votes: 521,716 | Gross: $64.62M",138 min,"Director: Curtis Hanson | Stars: Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger"
163. The Bandit (1996),8.2 Rate this,"Crime, Drama, Thriller","Votes: 61,914",128 min,"Director: Yavuz Turgul | Stars: Sener Sen, Ugur Yücel, Sermin Hürmeriç, Yesim Salkim"
164. Heat (1995),"8.2 Rate this
76 Metascore","Crime, Drama, Thriller","Votes: 562,599 | Gross: $67.44M",170 min,"Director: Michael Mann | Stars: Al Pacino, Robert De Niro, Val Kilmer, Jon Voight"
165. Casino (1995),"8.2 Rate this
73 Metascore","Crime, Drama","Votes: 453,072 | Gross: $42.44M",178 min,"Director: Martin Scorsese | Stars: Robert De Niro, Sharon Stone, Joe Pesci, James Woods"
166. Andaz Apna Apna (1994),8.2 Rate this,"Comedy, Romance","Votes: 48,412",160 min,"Director: Rajkumar Santoshi | Stars: Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor"
167. Unforgiven (1992),"8.2 Rate this
85 Metascore","Drama, Western","Votes: 367,494 | Gross: $101.16M",130 min,"Director: Clint Eastwood | Stars: Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris"
168. Indiana Jones and the Last Crusade (1989),"8.2 Rate this
65 Metascore","Action, Adventure","Votes: 677,213 | Gross: $197.17M",127 min,"Director: Steven Spielberg | Stars: Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott"
169. My Neighbor Totoro (1988),"8.2 Rate this
86 Metascore","Animation, Family, Fantasy","Votes: 278,582 | Gross: $1.11M",86 min,"Director: Hayao Miyazaki | Stars: Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi"
170. Die Hard (1988),"8.2 Rate this
72 Metascore","Action, Thriller","Votes: 768,142 | Gross: $83.01M",132 min,"Director: John McTiernan | Stars: Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson"
171. Ran (1985),"8.2 Rate this
96 Metascore","Action, Drama, War","Votes: 108,939 | Gross: $4.14M",162 min,"Director: Akira Kurosawa | Stars: Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû"
172. Raging Bull (1980),"8.2 Rate this
89 Metascore","Biography, Drama, Sport","Votes: 313,943 | Gross: $23.38M",129 min,"Director: Martin Scorsese | Stars: Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent"
173. Stalker (1979),8.2 Rate this,"Drama, Sci-Fi","Votes: 112,088 | Gross: $0.23M",162 min,"Director: Andrei Tarkovsky | Stars: Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko"
174. The Message (1976),8.2 Rate this,"Biography, Drama, History","Votes: 42,944",177 min,"Director: Moustapha Akkad | Stars: Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka"
175. Sholay (1975),8.2 Rate this,"Action, Adventure, Comedy","Votes: 50,285",162 min,"Director: Ramesh Sippy | Stars: Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan"
176. Monty Python and the Holy Grail (1975),"8.2 Rate this
93 Metascore","Adventure, Comedy, Fantasy","Votes: 491,822 | Gross: $1.23M",91 min,"Directors: Terry Gilliam, Terry Jones | Stars: Graham Chapman, John Cleese, Eric Idle, Terry Gilliam"
177. Chinatown (1974),"8.2 Rate this
92 Metascore","Drama, Mystery, Thriller","Votes: 286,946 | Gross: $29.20M",130 min,"Director: Roman Polanski | Stars: Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez"
178. The Great Escape (1963),"8.2 Rate this
86 Metascore","Adventure, Drama, History","Votes: 219,769 | Gross: $12.10M",172 min,"Director: John Sturges | Stars: Steve McQueen, James Garner, Richard Attenborough, Charles Bronson"
179. To Kill a Mockingbird (1962),"8.2 Rate this
88 Metascore","Crime, Drama","Votes: 288,891",129 min,"Director: Robert Mulligan | Stars: Gregory Peck, John Megna, Frank Overton, Rosemary Murphy"
180. Yojimbo (1961),8.2 Rate this,"Action, Drama, Thriller","Votes: 107,682",110 min,"Director: Akira Kurosawa | Stars: Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa"
181. Judgment at Nuremberg (1961),"8.2 Rate this
60 Metascore","Drama, War","Votes: 67,402",179 min,"Director: Stanley Kramer | Stars: Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich"
182. Some Like It Hot (1959),"8.2 Rate this
98 Metascore","Comedy, Music, Romance","Votes: 238,169 | Gross: $25.00M",121 min,"Director: Billy Wilder | Stars: Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft"
183. Wild Strawberries (1957),"8.2 Rate this
88 Metascore","Drama, Romance","Votes: 92,891",91 min,"Director: Ingmar Bergman | Stars: Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand"
184. The Seventh Seal (1957),"8.2 Rate this
88 Metascore","Drama, Fantasy","Votes: 159,428",96 min,"Director: Ingmar Bergman | Stars: Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe"
185. Rififi (1955),"8.2 Rate this
97 Metascore","Crime, Drama, Thriller","Votes: 26,522 | Gross: $0.06M",118 min,"Director: Jules Dassin | Stars: Jean Servais, Carl Möhner, Robert Manuel, Janine Darcey"
186. Dial M for Murder (1954),"8.2 Rate this
75 Metascore","Crime, Thriller","Votes: 153,405 | Gross: $0.01M",105 min,"Director: Alfred Hitchcock | Stars: Ray Milland, Grace Kelly, Robert Cummings, John Williams"
187. Tokyo Story (1953),8.2 Rate this,Drama,"Votes: 50,517",136 min,"Director: Yasujirô Ozu | Stars: Chishû Ryû, Chieko Higashiyama, Sô Yamamura, Setsuko Hara"
188. Rashomon (1950),"8.2 Rate this
98 Metascore","Crime, Drama, Mystery","Votes: 148,278 | Gross: $0.10M",88 min,"Director: Akira Kurosawa | Stars: Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura"
189. All About Eve (1950),"8.2 Rate this
98 Metascore",Drama,"Votes: 117,690 | Gross: $0.01M",138 min,"Director: Joseph L. Mankiewicz | Stars: Bette Davis, Anne Baxter, George Sanders, Celeste Holm"
190. The Treasure of the Sierra Madre (1948),"8.2 Rate this
98 Metascore","Adventure, Drama, Western","Votes: 111,528 | Gross: $5.01M",126 min,"Director: John Huston | Stars: Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett"
191. To Be or Not to Be (1942),"8.2 Rate this
86 Metascore","Comedy, War","Votes: 27,532",99 min,"Director: Ernst Lubitsch | Stars: Carole Lombard, Jack Benny, Robert Stack, Felix Bressart"
192. The Gold Rush (1925),8.2 Rate this,"Adventure, Comedy, Drama","Votes: 97,542 | Gross: $5.45M",95 min,"Director: Charles Chaplin | Stars: Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman"
193. Sherlock Jr. (1924),8.2 Rate this,"Action, Comedy, Romance","Votes: 39,680 | Gross: $0.98M",45 min,"Director: Buster Keaton | Stars: Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly"
194. Portrait of a Lady on Fire (2019),"8.1 Rate this
95 Metascore","Drama, Romance","Votes: 50,168",122 min,"Director: Céline Sciamma | Stars: Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino"
195. Pink (III) (2016),8.1 Rate this,"Drama, Thriller","Votes: 37,696 | Gross: $1.24M",136 min,"Director: Aniruddha Roy Chowdhury | Stars: Taapsee Pannu, Amitabh Bachchan, Kirti Kulhari, Andrea Tariang"
196. The Invisible Guest (2016),8.1 Rate this,"Crime, Drama, Mystery","Votes: 127,451",106 min,"Director: Oriol Paulo | Stars: Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie"
197. The Handmaiden (2016),"8.1 Rate this
84 Metascore","Drama, Romance, Thriller","Votes: 104,711 | Gross: $2.01M",145 min,"Director: Chan-wook Park | Stars: Min-hee Kim, Jung-woo Ha, Jin-woong Cho, So-Ri Moon"
201. Room (I) (2015),"8.1 Rate this
86 Metascore","Drama, Thriller","Votes: 357,519 | Gross: $14.68M",118 min,"Director: Lenny Abrahamson | Stars: Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson"
202. Wild Tales (2014),"8.1 Rate this
77 Metascore","Comedy, Drama, Thriller","Votes: 170,582 | Gross: $3.11M",122 min,"Director: Damián Szifron | Stars: Darío Grandinetti, María Marull, Mónica Villa, Diego Starosta"
203. Winter Sleep (2014),"8.1 Rate this
88 Metascore",Drama,"Votes: 43,936 | Gross: $0.17M",196 min,"Director: Nuri Bilge Ceylan | Stars: Haluk Bilginer, Melisa Sözen, Demet Akbag, Ayberk Pekcan"
204. Baahubali: The Beginning (2015),8.1 Rate this,"Action, Drama","Votes: 100,269 | Gross: $6.74M",159 min,"Director: S.S. Rajamouli | Stars: Prabhas, Rana Daggubati, Ramya Krishnan, Sathyaraj"
205. Gully Boy (2019),"8.1 Rate this
65 Metascore","Drama, Music","Votes: 29,795 | Gross: $5.57M",153 min,"Director: Zoya Akhtar | Stars: Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz"
206. PK (2014),8.1 Rate this,"Comedy, Drama, Musical","Votes: 157,274 | Gross: $10.62M",153 min,"Director: Rajkumar Hirani | Stars: Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani"
207. OMG: Oh My God! (2012),8.1 Rate this,"Comedy, Drama, Fantasy","Votes: 49,894 | Gross: $0.92M",125 min,"Director: Umesh Shukla | Stars: Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar"
208. The Grand Budapest Hotel (2014),"8.1 Rate this
88 Metascore","Adventure, Comedy, Crime","Votes: 687,950 | Gross: $59.10M",99 min,"Director: Wes Anderson | Stars: Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody"
209. Gone Girl (2014),"8.1 Rate this
79 Metascore","Drama, Mystery, Thriller","Votes: 833,915 | Gross: $167.77M",149 min,"Director: David Fincher | Stars: Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry"
210. Wolf Children (2012),"8.1 Rate this
71 Metascore","Animation, Drama, Family","Votes: 37,210",117 min,"Director: Mamoru Hosoda | Stars: Aoi Miyazaki, Takao Osawa, Haru Kuroki, Yukito Nishii"
211. Hacksaw Ridge (2016),"8.1 Rate this
71 Metascore","Biography, Drama, History","Votes: 418,615 | Gross: $67.21M",139 min,"Director: Mel Gibson | Stars: Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer"
212. Inside Out (I) (2015),"8.1 Rate this
94 Metascore","Animation, Adventure, Comedy","Votes: 592,880 | Gross: $356.46M",95 min,"Directors: Pete Docter, Ronnie Del Carmen | Stars: Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling"
213. Barfi! (2012),8.1 Rate this,"Comedy, Drama, Romance","Votes: 74,092 | Gross: $2.80M",151 min,"Director: Anurag Basu | Stars: Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla"
214. 12 Years a Slave (2013),"8.1 Rate this
96 Metascore","Biography, Drama, History","Votes: 624,887 | Gross: $56.67M",134 min,"Director: Steve McQueen | Stars: Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt"
215. Rush (I) (2013),"8.1 Rate this
74 Metascore","Action, Biography, Drama","Votes: 423,068 | Gross: $26.95M",123 min,"Director: Ron Howard | Stars: Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara"
216. Ford v Ferrari (2019),"8.1 Rate this
81 Metascore","Action, Biography, Drama","Votes: 252,731 | Gross: $117.62M",152 min,"Director: James Mangold | Stars: Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe"
217. Spotlight (I) (2015),"8.1 Rate this
93 Metascore","Biography, Crime, Drama","Votes: 407,086 | Gross: $45.06M",129 min,"Director: Tom McCarthy | Stars: Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber"
218. Song of the Sea (2014),"8.1 Rate this
85 Metascore","Animation, Adventure, Drama","Votes: 49,241 | Gross: $0.86M",93 min,"Director: Tomm Moore | Stars: David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan"
219. Kahaani (2012),8.1 Rate this,"Mystery, Thriller","Votes: 56,489 | Gross: $1.04M",122 min,"Director: Sujoy Ghosh | Stars: Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui"
220. Zindagi Na Milegi Dobara (2011),8.1 Rate this,"Comedy, Drama","Votes: 65,787 | Gross: $3.11M",155 min,"Director: Zoya Akhtar | Stars: Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif"
